id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations
772768,Replica,Drama-Science Fiction,ru,The author of the technology able to copy human mind secretly creates a digital copy of his brother's wife and convinces the replica he is her husband.,9.536,Ark Pictures-Wink-Ministry of Culture of the Russian Federation,2024-08-21,0.0,0.0,115.0,Released,,0.0,0.0,Nikita Efremov-Sofia Lebedeva-Vladislav Tsenev-Yuriy Tsurilo-Aleksandr Stefantsov-Anna Savranskaya,,/ny2V0RT5kAonvLydKDYoe8s6zRg.jpg,,
707911,1938: When the Oil was Ours,Drama-History,es,A chronicle of the Mexican oil expropriation in 1938 through the eyes of President Lazaro Cardenas and journalist Alberto Miranda.,9.349,,2024-08-18,850000.0,0.0,0.0,Released,,0.0,0.0,Ianis Guerrero-Ofelia Medina-Damián Alcázar-Daniel Giménez Cacho-Cassandra Ciangherotti-Salvador Sánchez-Baltimore Beltrán-Raúl Briones-Roberto Beck-Karen Martí-August Armstrong-Julian Sedgwick-Viridiana Robles-Sergio Bonilla-María Penella-Esteban Soberanes-Fermín Martínez,,/1eY6PCtTzuDdfURZi0W7OhJu0TU.jpg,/AseU3TECr6hhXLTox2ZPeSqfL2Q.jpg,
569903,The Dream of the Red Chamber,Drama,zh,Jia Baoyu and Lin Daiyu get to know Xue Baochai at the Jia Mansion. The three young people experience all kinds of human affections in the world and witness a series of open and secret struggles of the rise and fall of a huge family.,30.65,上海金德影业有限公司-福建龙泰金德文化传媒有限公司-国安文化传媒（北京）有限公司-北京乾坤星宇文化发展有限公司-Alibaba Pictures Group-Bona Film Group-Emei Film Studio-电影频道（上海）影业有限公司,2024-08-16,0.0,0.0,120.0,Released,,0.0,0.0,Bian Cheng-Zhang Miaoyi-Guan Xiaotong-Huang Jiarong-Yang Qi Ru-Kuang-Chen Chang-Xiaotang Yao-Lisa Lu-Qianhua Chen-Wang Shuyi-Yang Tongshu-Sen Zhuang-Lin Peng,,/2T7XlJIsBgAUTSqtgWj3IyGhkF.jpg,/91w7skNmRruBYMzWxM1RbrLNoIx.jpg,
930600,The Deliverance,Horror-Thriller,en,Single parent Ebony Jackson moves her family to a new home for a fresh start but something evil already lives there.,20.949,Tucker Tooley Entertainment-Turn Left Productions,2024-08-16,0.0,0.0,0.0,Released,Every family has its demons.,0.0,0.0,Andra Day-Glenn Close-Aunjanue Ellis-Taylor-Mo'Nique-Caleb McLaughlin-Tasha Smith-Omar Epps-Demi Singleton-Miss Lawrence-James William O'Halloran-Rob Morgan-Anthony B. Jenkins-Todd Anthony-Colleen Camp,possession-based on true story-demonic,/og1FteMFRInoQnlZeWqEn8XpXHh.jpg,/1zHVXYEj0mgvKWicc3YwKHO0zyk.jpg,
704239,The Union,Action-Thriller,en,A New Jersey construction worker goes from regular guy to aspiring spy when his long-lost high school sweetheart recruits him for an espionage mission.,52.789,Leverage Entertainment-Municipal Pictures-Closest to the Hole Productions,2024-08-15,0.0,0.0,109.0,Released,Old flame. New mission.,10.0,1.0,Mark Wahlberg-Halle Berry-J.K. Simmons-Jackie Earle Haley-Adewale Akinnuoye-Agbaje-Jessica De Gouw-Alice Lee-Patch Darragh-Alex Brightman-Andrei Lenart-Susan Fordham-Fahim Fazli-Robert Ryan-Lucy Cork-Jeśka Pike-Jen Jacob-Scott Rees-Julianna Kurokawa-Adam Collins-Richard Sutar-John-Deric Mitchell-Smilla-Riley Neldam-Luis Arroyo Jr.-Claire Ashton-Christian Yeung-Liam Edwards-Tianyi Kiy-Tommy Bayiokos-Stephane Fichet-Steve Mullins-Elena Bielova-Nathan Hall-Luqman A. Agiya-Tatanya Lowed-Spence-Guy Robbins-Benny Bereal-Obie Matthew-Giovanni James Bertoia-Robert John Gallagher-Eugene Lin-MJ Lee-Charlotte Aldhouse-Nikky Athan-Nas Ganev-Jason Charles Onion-Prince Marfo-Mamie Barry-David Ambler-Gaj Mirtic-Alex Merry-Anthony Thomas-Simon Steggall-Cain Aiden-Jason Latief Anderson-Lincoln R. Beckett-Doug Berry-Patrice Bevans-Carlos Damasceno-Nick Donald-Jag Patel-Daniel Joseph Woolf,espionage-spy-old flame-construction worker,/mrdRhs7ZEF8Xw9nBsrQCa0NCvTq.jpg,/cCgbOeSLqFWuNaWP5JG07rZ8B3P.jpg,
865424,Manorathangal,Comedy-Romance-Drama,ml,Web Series based on the short stories by M. T. Vasudevan Nair,11.962,Yoodlee Films,2024-08-15,0.0,0.0,0.0,Released,,0.0,0.0,Kamal Haasan-Mammootty-Mohanlal-Fahadh Faasil-Biju Menon-Parvathy Thiruvothu-Siddique-Nedumudi Venu-Indrans-Renji Panicker-Surabhi Lakshmi-Kailash-Unni Mukundan-Asif Ali-Madhoo-Shanthi Krishna-Nazeer Sankranthi-T G Ravi-Pradeep Kottayam-Sreejith Ravi-Indrajith Sukumaran-Aparna Balamurali-Ann Augustine-Nadhiya-Hareesh Peradi-Mamukkoya-Durga Krishna-Anumol-Sumesh Moor-Ishit Yamini-Jayaraj Kozhikode-Sshivada Nair-Manikandan Pattambi-Joy Mathew-Geethi Sangeetha-Thennal Abhilash-Ujjwal Chopra-Sankar Induchoodan-Harish Uthaman-Narain-Vinod Kovoor,anthology,/e9LUNL7xNIcwRn6db5WsjB2xPAz.jpg,/kq2vGMdigqEbz7v1Vnm7wkEOmLG.jpg,
898335,Collective Monologue,Drama,es,Explores notions of care and captivity from the perspective of Maca a zookeeper who works between various zoos in Argentina. While she navigates the institutions questions arise about mutating concepts of conservation and current changes occurring in the zoos as they are converted into eco and bioparks.,7.24,Trapecio Cine,2024-08-15,0.0,0.0,104.0,Released,,0.0,0.0,Macarena Santa María Lloydi-María José Micale-Alicia Delgado-Franco Elio Itri,,/6S5EmUo1MQmXNb780kLn3btXLt8.jpg,/xu2HjWBJjMWt6xGmJvn7g7wwiwJ.jpg,
783111,Land of Happiness,Drama,ko,October 26 1979 a presidential assassination shakes the nation. Taking on the defense of Park Tae-joo the secretary involved in the presidential assassination lawyer Jung In-hoo enters what would be South Korea's most notorious political trial. Despite Park Tae-joo facing a predetermined sentence due to his military status Jung In-hoo fights tirelessly to ensure a fair trial enraged by the trial's unfair proceedings.,9.5,Oscar 10 Studio-Papas Film,2024-08-14,0.0,0.0,124.0,Released,,0.0,0.0,Cho Jung-seok-Lee Sun-kyun-Yoo Jae-myung-Woo Hyeon-Lee Won-jong-Jeon Bae-soo-Song Young-gyu-Choi Won-young-Kang Mal-geum-Park Hoon-Lee Hyun-kyun-Jin Ki-joo-You Seong-joo-Im Gi-hong,court-1970s-lawyer-korea president,/lLnuHhwozIfeaoBfMdIeCK4FVIv.jpg,/tMv8tIXqAZ2CQkzItxlyeAvgxXH.jpg,
945961,Alien: Romulus,Horror-Science Fiction,en,While scavenging the deep ends of a derelict space station a group of young space colonizers come face to face with the most terrifying life form in the universe.,1496.056,20th Century Studios-Scott Free Productions-Brandywine Productions,2024-08-13,80000000.0,225439383.0,119.0,Released,They went looking for a new life. It found them.,7.213,628.0,Cailee Spaeny-David Jonsson-Archie Renaux-Isabela Merced-Spike Fearn-Aileen Wu-Rosie Ede-Soma Simon-Bence Okeke-Viktor Orizu-Robert Bobroczkyi-Trevor Newlin-Annemarie Griggs-Daniel Betts,alien life-form-alien-space-alien contact-alien monster-alien encounter-space capsule-alien hostility-amused,/b33nnKl1GSFbao4l3fZDDqsMx0F.jpg,/9SSEUrSqhljBMzRe4aBTh17rUaC.jpg,726139-1243849-97984-1032823-860867-1094138-913001-838154-1079091-1111869-52868-1209217-41975-23587-251577-1216191-981063-1251621-1233208-683363
655030,Supper's Ready,,en,During Buenos Aires 60's two wealthy couples gather together in what would be their last supper.,0.041,,2024-08-13,875.0,0.0,15.0,Released,Misunderstandings have their own consequences,0.0,0.0,,,/muaT3DVrEZK3nJhDJeaaf32nIGK.jpg,/rfFgKyVJXQQRYsQ4Diuwd6nmcOb.jpg,
892557,My Darling Family,Comedy-Drama,fr,A famous retired opera singer reunites with her children.,14.077,Les Films des Tournelles-Ici & Là Productions,2024-08-11,0.0,0.0,83.0,Released,,0.0,0.0,Sam Spruell-Marisa Berenson-Laëtitia Eïdo-Jeanne Balibar-Élodie Bouchez-Stefano Cassetti-Isild Le Besco-Élie Semoun-Geoffrey Carey-Axel Granberger,,/xVJR37M9YJ2nXxRP2dvOxFhZJn1.jpg,,
920472,The Big Smoke,Comedy-Drama-Romance,en,In the process of satisfying his craving for a cigarette a young man smokes. A lot.,0.435,Flugmodus,2024-08-10,500.0,0.0,4.0,Released,,0.0,0.0,Fabian Jaray,smoking-cigarette-climate change,/hnbK4mmXesACtAPaCF6vu8dti1D.jpg,/dZIa9pxAQYZttn9l7I6IJon80tH.jpg,
904704,Andhagan,Crime-Thriller,ta,A piano player pretending to be visually-impaired unwittingly becomes entangled in a number of problems as he witnesses the murder of a former film actor.,14.92,Staar Movies,2024-08-09,0.0,0.0,0.0,Released,The Pianist,0.0,0.0,Prashanth Thyagarajan-Simran-Priya Anand-Karthik Muthuraman-Samuthirakani-Yogi Babu-Urvashi-K. S. Ravikumar-Vanitha Vijayakumar-Leela Samson-Poovaiyar-Manobala-Besant Ravi-Mohan Vaidya-Lakshmi Pradeep-Rekha Suresh-Semmalar Annam,,/ztEH7dqo35aVt4UTTdRaTRKatcK.jpg,/2u6y99WKMtxYrrVYq62Rcd5LQ4o.jpg,
715949,Balestra,Thriller-Science Fiction,en,Joanna is a competitive fencer at the end of her career who is desperate to be the world’s best. In order to gain an edge she pursues an experimental technology allowing her to train via lucid dreaming where she begins a tumultuous affair with her instructor that threatens her real world marriage and her pathway to Olympic gold.,11.646,Item 7-Oddfellows Entertainment-New Regency Pictures,2024-08-09,0.0,0.0,0.0,Released,Dream dangerously,0.0,0.0,Cush Jumbo-Manny Jacinto-James Badge Dale-Christin Park,,/eAuZyi2TClh7kSqY2iboSvF0Ud7.jpg,,
889747,Bogancloch,Documentary,en,Bogancloch is where Jake Williams lives nestled in a vast highland forest of Scotland. The film portrays his life throughout the seasons with other people occasionally crossing into his otherwise solitary life. At the heart a song an argument between life and death each stating their case to rule over the world. The film is without exposition it aims at something less recognisable a different existence of reality observed in discrete moments. A sequel to Two Years at Sea (2011) charting a subtly changing life in a radically changing world.,9.637,Flaneur Films-Hopscotch Films-Akkeri Films-Urth Productions,2024-08-09,0.0,0.0,87.0,Released,,0.0,0.0,Jake Williams,,/cSs6ca9zDEz6BYroEVJrmPrMTlc.jpg,/o6z1JcGlcTWtVHhbNUhG8Gvz01w.jpg,
942561,Ghudchadi,Drama-Romance,hi,The movie revolves around a guy named Chirag (Parth Samthaan) and his grandmother Kalyani (Aruna Irani) wants him to get married soon. He meets a girl named Devika (Khushalii Kumar) at a wedding love at first sight situation and then they start dating. Chirag's father Veer (Sanjay Dutt) is a widower and one day he meets his ex-girlfriend Menaka (Raveena Tandon) who is the mother of Devika. Now one side the kids are romancing and on the other side the parents are romancing. What will happen next when they all will come to know about this situation...,5.832,T-Series-Keep Dreaming Pictures,2024-08-09,0.0,0.0,0.0,Released,Love stories of two generations,0.0,0.0,Sanjay Dutt-Raveena Tandon-Khushali Kumar-Parth Samthaan-Aruna Irani-Neeraj Sood,,/eExcwj19vMOCMopBY8GhWzyqg6j.jpg,/woXdCdaQWCCi8zQ0l87RMqWLwcO.jpg,267793-716220-789710-25905-250572-503403-416867-364690-224178-262504-173727-174366-561557-1066714-246400-267557-104480-63663-471608-494466
365177,Borderlands,Action-Science Fiction-Adventure,en,Returning to her home planet an infamous outlaw forms an unexpected alliance with a team of unlikely heroes. Together they battle alien monsters and dangerous bandits to find a missing girl who holds the key to unimaginable power.,105.982,Picturestart-Arad Productions-Gearbox Studios-2K-Media Capital Technologies-Lionsgate,2024-08-07,100000000.0,0.0,101.0,Released,Chaos loves company.,6.0,2.0,Cate Blanchett-Kevin Hart-Jack Black-Jamie Lee Curtis-Edgar Ramírez-Ariana Greenblatt-Florian Munteanu-Gina Gershon-Haley Bennett-Janina Gavankar-Cheyenne Jackson-Charles Babalola-Benjamin Byron Davis-Steven Boyer-Ryann Redmond-Bobby Lee-Olivier Richters-Justin Price-Paula Andrea Placido-Jeremy Wheeler-Hunter Troy Rothwell-Harry Ford-Balázs Megyeri-Nate Albright-Tanner Cortez-Harry Szovik,based on video game,/qAGCCtv5HHiVGlqT2wGPZgc0kDj.jpg,/mKOBdgaEFguADkJhfFslY7TYxIh.jpg,
869291,Cuckoo,Horror-Mystery-Science Fiction,en,After reluctantly moving to the German Alps with her father and his new family Gretchen discovers that their new town hides sinister secrets as she's plagued by strange noises and frightening visions of a woman pursuing her.,121.47,NEON-100 Zeros-Waypoint Entertainment-Fiction Park,2024-08-02,7000000.0,6470705.0,103.0,Released,Fear its call.,5.5,52.0,Hunter Schafer-Dan Stevens-Jessica Henwick-Marton Csokas-Mila Lieu-Greta Fernández-Astrid Bergès-Frisbey-Proschat Madani-Kalin Morrow-Jan Bluthardt-Lesley Jennifer Higl-Zita Hanrot-Konrad Singer-Veronika Bachfischer-Carolin Ott-Johannes Benecke-Conny Brandt-Jana Bange-Laura Pröll-Jennifer Buschmann-Matthea Pedersen-Joshua Hupfauer-Sydney Lafaire,germany-stepmother-grief-female protagonist-scientist-dead mother-sign languages-half sister-trippy-mountain resort-lesbian-mute character-ambiguous-cliché-commanding-german alps,/4bGP5cnSZbfBJfIidZNSEIKnav7.jpg,/1eoCL8fPUZKlho03XVeNzZ3nlds.jpg,1166073-1087571-31578-933260-437381-1240422-1175038-11450-957452-945961-754609-50839-1079091-520023-1226578-718821-63-497698-680-346698
926027,Vasco Da Gama,Comedy-Thriller,ta,Future Only 100% Bad souls existed in earth,10.11,5656 Productions,2024-08-02,0.0,0.0,125.0,Released,,0.0,0.0,Nakul-K. S. Ravikumar-Arthana Binu-Vamsi Krishna-Anandaraj-Mansoor Ali Khan-Munishkanth-Redin Kingsley,,/qYOdDztFRDumlUObHyv4csKytXT.jpg,/dqHMO9idekVfwFGCpMBcAzq5gjz.jpg,
933290,Bardovi,,hi,Anant is a middle aged hearse-driver who brings corpses to the crematorium. He has little liking for the usual day to day routine and prefers to live along. He is and always has been fascinated by death. One day Anant finds out his dead mother was part of a mysterious organization. He sets out to discover if everything he knew about his mother was a lie.,4.434,Satori Entertainment,2024-08-02,0.0,0.0,150.0,Released,When your dreams and past hunt you and reveal a dark secret that changes your existence,0.0,0.0,Chittaranjan Giri-Chhaya Kadam-Virat Madake,,/pjzrQXwFCodpxLhnKI1BcyGiuli.jpg,/qfcVAdvnh0AbV7P72yAwJKu7iPM.jpg,
831815,Saving Bikini Bottom: The Sandy Cheeks Movie,Animation-Comedy-Adventure-Family,en,When Bikini Bottom is scooped from the ocean scientific squirrel Sandy Cheeks and her pal SpongeBob SquarePants saddle up for Texas to save their town.,136.242,Nickelodeon Movies,2024-08-01,0.0,0.0,82.0,Released,Buckle up.,0.0,0.0,Carolyn Lawrence-Tom Kenny-Clancy Brown-Bill Fagerbakke-Mr. Lawrence-Rodger Bumpass-Johnny Knoxville-Craig Robinson-Grey DeLisle-Ilia Isorelýs Paulino-Matthew Cardarople-Wanda Sykes-Dee Bradley Baker-Christopher Hagen-Rio Alexander-Ryan Begay-Mary Jo Catlett-Jill Talley-Kari Wahlgren-Miles Hall-Jersey Johnston-Jamaria Davis,squirrel-texas-road trip-save the day-hard-derogatory,/30YnfZdMNIV7noWLdvmcJS0cbnQ.jpg,/b80Ql0yP3lushkYpv4zgS93yfdJ.jpg,61031-296137-525041-44244-10426-417320-502292-495193-9893-305470-416234-426285-351286-10036-347126-410314-534235-76122-11887-397517
826510,Harold and the Purple Crayon,Adventure-Family-Fantasy-Comedy,en,Inside of his book adventurous Harold can make anything come to life simply by drawing it. After he grows up and draws himself off the book's pages and into the physical world Harold finds he has a lot to learn about real life – and that his trusty purple crayon may set off more hilarious hijinks than he thought possible. When the power of unlimited imagination falls into the wrong hands it will take all of Harold and his friends' creativity to save both the real world and his own.,50.68,Davis Entertainment-Columbia Pictures,2024-08-01,0.0,0.0,90.0,Released,Everything he draws is about to get real.,0.0,0.0,Zachary Levi-Lil Rel Howery-Benjamin Bottani-Jemaine Clement-Tanya Reynolds-Alfred Molina-Zooey Deschanel-Ravi Patel-Camille Guaty-Pete Gardner,based on children's book-crayon-imagination,/qtW6bWUEqfPLaD6KnetIlSG4adf.jpg,/rnueBJqsj6SVcNRKkbFMW4BWREv.jpg,
856273,The Last Boy on Earth,Science Fiction-Horror-Adventure,en,In a distant future a mysterious boy becomes the central figure in the search for a new hope. Who is this kid? Why is everyone looking for it? Sometimes it is better not to know certain answers…,15.641,Black Mandala,2024-08-01,0.0,0.0,97.0,Released,He is our lost hope. Or not.,0.0,0.0,Camilo Levigne-Hugo Quiril-Raymond E. Lee-Paulo Vilela-Carole Brana-Arben Bajraktaraj-Maru Valdivielso-Octavi Pujades-Sam Hoare-Claire Huskisson-Joshua Grothe-Sarah Alles,,/gXHYWMaxG0Gs5PJMKX6M8AZnZ5L.jpg,/aeFdraxkJz05VW6JVQOnKT4hFwL.jpg,
949380,Vanangaan,Drama-Action,ta,Wrongfully imprisoned the protagonist fights to unmask the powerful mastermind behind his unjust incarceration.,11.495,V House Productions-B Studios,2024-08-01,24000.0,0.0,0.0,Released,,0.0,0.0,Arun Vijay-Roshini Prakash-Samuthirakani-Mysskin-Ridha-Shanmugarajan-Chaya Devi-Bala Sivaji-Yohan Chacko-Kavitha Gopi-Brinda Sarathy-Mai Pa Narayanan-Aruldoss-Munish Sivagurunath,,/zL5kb1Douo0IeU3zwSkArC6MIQC.jpg,/y0NbTc7G6IaQRpQwBkPyrW5h80T.jpg,
662288,The Once and Future Smash,Comedy-Horror,en,In 1970 Mikey and William both portrayed football cannibal Smash-Mouth in the influential cult hit End Zone 2. Now 50 years later only one can wear the mask.,11.316,Launch Over,2024-08-01,0.0,0.0,87.0,Released,,0.0,0.0,Michael St. Michaels-Bill Weeden-A.J. Cutler-Mark Patton-Laurene Landon-Melanie Kinnaman-Adam Marcus-John Dugan-Vincent Craig Dupree-Jennifer Rubin-Todd Farmer-Mark Torgl-Helene Udy-Marc Sheffler-Bill Johnson-Carl Solomon-Neal Jones-Kevin Allen-Sean Clark-David Gregory-Eben McGarr-Joe Ripple-Chris Cartusciello-Todd Cook-Nick Hunt-Mick Turpin-Mike Schwaner-Thomas J. Ciesiolha-Raymond Brousseau-Jordan Brooke Rash-Coda Hamby-Loucylle Orren-Grant Kyzer-Jeff Simon-Jeff Ball-Craig Edwards-Kris Keeffer-Tiffany Burnett-The Clown-Daniel Beshai-Cristian James Watkins-Gabriel Ospina-Patrick Eugene Murphy-Brandon Joyner-Kristina Knox-Chris Burke-Adan Rodriguez-Kemper Noah-Jay Allen Tucker-Jason Minton-Julia Cacciola-Terry Dellinger-Christine Jarrett-Jessica John-Bill Bair-Kristen N. Granet-Krissy McPherson-Jon McPherson-Aric Allen-Linda Vincent-Loretta Bushick-Beshai-Christina M. Papineau-Chris Weik-William L. Bozarth-Michael J. Epstein-Brigid Marshall-Ian S. Peterson-Brendan Boogie-Eric Sheslow-Jazmin Ortiz-Bethany Boles-Sheslow-Jamie Lockhart-Anastasia Elfman-Trista Robinson-Tim Dry-Liesel Hanson-Chloé Cunha-Lianne O'Shea-Lloyd Kaufman-Jackie Kelly-Victor Miller-Sophia Cacciola-Jared Rivet-Maiya Reaves-Bob Elmore-Michael Paul King-Richard Elfman-Michael Kallio-Heidi Honeycutt-Seth Chatfield-James Branscome-Claudio Fragasso-Rossella Drudi-Catherine Capozzi-Joe Castro-James Balsamo-Tyler Sage-Dan Yeager-Bob Rose-Bethany Boles-Brian W. Smith-Jeffrey Stackhouse,mockumentary,/nMgCXWT8G4sldtVe9e7s1j8HOf0.jpg,/5YFSmzxcqWWQ8ARSP6Y1yKgLXCT.jpg,
870360,The Day the Earth Blew Up: A Looney Tunes Movie,Animation-Comedy-Science Fiction,en,Porky and Daffy the classic animated odd couple turn into unlikely heroes when their antics at the local bubble gum factory uncover a secret alien mind control plot. Against all odds the two are determined to save their town (and the world!)...that is if they don't drive each other crazy in the process.,8.443,Warner Bros. Animation-GFM Animation-Tonic DNA,2024-08-01,0.0,0.0,90.0,Released,"That's all, folks?",0.0,0.0,Eric Bauza-Candi Milo-Peter MacNicol-Fred Tatasciore-Laraine Newman-Jeff Bergman-April Winchell,musical-buddy comedy,/nhx9za5Nv8YiYKJkof4jxMJKC0q.jpg,/nIUduyXqth5K3sRpSZNELMqydj2.jpg,
837806,Skategoat,Documentary,en,Leandre Sanders was born in Venice Beach LA into a world of gangs and crime. The only thing that kept him out of trouble was his love of skateboarding. While his older brothers joined the family tradition of running with gangs Leandre - dubbed Skategoat - spent most of his days and nights at Venice Beach skatepark with his younger brother Leontay. He was so talented and determined that at the age of 11 he caught the eye of filmmaker Van Alpert. Over the next ten years Van documented Leandre's struggle to perfect his skateboarding and to survive.,8.1,,2024-08-01,0.0,0.0,79.0,Released,,0.0,0.0,Leandre Sanders-Tony Hawk,,/5zfvapGlIrPbGGKVAA6PsQxAiOn.jpg,,
831131,tenuous,Thriller-Drama,es,After feeling lost a boy questions his feelings and escapes to face them on his own.,0.6,Leonardo Studios,2024-07-30,0.0,0.0,3.0,In Production,The world´s too big for a broken heart.,0.0,0.0,Leonardo Pérez,psychological thriller-tenue-leonardo pérez,/ygkXeHYr1w9izQbSl9U9PEkCXlt.jpg,/cGQ2XYbrhKKAQrsWh6jjdbQ4Ob1.jpg,
722941,Man and Witch: The Dance of a Thousand Steps,Fantasy-Adventure,en,Three Mysterious Curses two lost souls... and one incredibly difficult dance.  A lowly goatherd seeks out a reclusive witch to break the evil enchantment that has long kept him from taking a wife. When he completes the three impossible trials the witch prescribes the man earns the hand of the legendary Princess only heir of the Old King of the Cursed Kingdom. But when he arrives at the altar with a perfect fairytale ending hanging in the balance both the goatherd and mysterious witch who helped transform him into the perfect eligible bachelor find that there is one enchantment they can't figure out how to break... true love.,13.174,Paper Canoe,2024-07-28,0.0,0.0,94.0,Released,,0.0,0.0,Tami Stronach-Greg Steinbruner-Sean Astin-Christopher Lloyd-Shohreh Aghdashloo-Jennifer Saunders-Eddie Izzard-Michael Emerson-Pauline McLynn-Reginald D. Hunter-Bill Bailey-Stuart Bowman-Giovanni Pernice-Dawn Sievewright-Martha West-Daniel Portman-Moyo Akandé-Ainsley Jordan-Ramesh Meyyappan,,/3nwGGdFfm2H1NsrdlFw6I5NhUYL.jpg,/otla0EPOtn3MVQYALLeRGHY06SO.jpg,
629078,The Glassworker,Animation,en,The life of a young glassblower in training and his relationships over the years as his land goes through war and strife,8.55,Mano Animation Studios,2024-07-26,0.0,0.0,98.0,Released,"Without art and music, what do we have in this world full of conflict and war?",0.0,0.0,Art Malik-Sacha Dhawan-Anjli Mohindra-Tony Jayawardena-Teresa Gallaghar-Mina Anwar-Sham Ali-Maya Saroya-Nila Aalia-Alex Jordan-Bex Wood-Dnita Ghohil-Nicholas Khan-Marcel McCalla-Khaled Anam-Mooroo-Mariam Riaz Paracha-Ameed Riaz-Khalifa Sajeeruddin-Mahum Moazzam-Dino Ali-Usman Riaz-Faiza Kazi-Aysha Sheikh-Aysha Sheikh,lovestory-anti-war-2d animation-glassblowing-pakistan's first hand drawn animation-orchestral music-traditional animation,/pznTVwDl2qEVwHT1TEVd7AnVC7H.jpg,/aqvGE8cMM5zta73xlNEtWlLqpWx.jpg,
932247,Mafia,Action-Crime,kn,,8.429,,2024-07-26,0.0,0.0,0.0,Released,,0.0,0.0,Prajwal Devaraj-Aditi Prabhudeva-Devaraj-Shine Shetty-Vasuki Vaibhav-Orata Prashanth,,/2fPebjLW3OhXpFYpqQAorWoV2PP.jpg,/2c8PbOWU7JMwolTaA6WCNURamnA.jpg,
533535,Deadpool & Wolverine,Action-Comedy-Science Fiction,en,A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary Deadpool behind him. But when his homeworld faces an existential threat Wade must reluctantly suit-up again with an even more reluctant Wolverine.,2395.156,Marvel Studios-Maximum Effort-21 Laps Entertainment-20th Century Studios-Kevin Feige Productions-TSG Entertainment,2024-07-24,200000000.0,1304995644.0,128.0,Released,Come together.,7.701,2912.0,Ryan Reynolds-Hugh Jackman-Emma Corrin-Matthew Macfadyen-Dafne Keen-Jon Favreau-Morena Baccarin-Rob Delaney-Leslie Uggams-Jennifer Garner-Wesley Snipes-Channing Tatum-Chris Evans-Henry Cavill-Wunmi Mosaku-Aaron Stanford-Tyler Mane-Karan Soni-Brianna Hildebrand-Shioli Kutsuna-Stefan Kapicic-Randal Reeder-Lewis Tan-Nick Pauley-Sonita Henry-Ryan McKen-Nanak Phlora-Aydin Ahmed-Leemore Marrett Jr.-James Dryden-Ollie Palmer-Greg Hemphill-Aaron W Reed-Mike Waters-Rob McElhenney-James Reynolds-Ed Kear-Paul G. Raymond-Blake Lively-Inez Reynolds-Nathan Fillion-Matthew McConaughey-OIin Reynolds-Paul Mullin-Alex Kyshkovych-Chris Hemsworth-Billy Clements-Daniel Medina Ramos-Jade Lye-Nilly Cetin-Eduardo Gago Muñoz-Chloe Kibble-Curtis Rowland Small-Ayesha Hussain-Jessica Walker-Harry Holland-Kevin Fortin,hero-superhero-anti hero-mutant-breaking the fourth wall-marvel cinematic universe (mcu)-mutants-superhero teamup,/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg,/9l1eZiJHmhr5jIlthMdJN5WYoff.jpg,573435-718821-945961-519182-1032823-1022789-799583-762441-365177-1226578-1079091-1094138-1059064-704239-1023922-956842-383498-840705-653346-1008409
937941,Shelby Oaks,Horror-Mystery-Thriller,en,The Paranormal Paranoids a team of paranormal investigators uncover a dark legacy and the far-reaching effects their investigation has as Mia searches for her sister Riley the lead paranormal investigator twelve years later. As Mia uncovers new and disturbing leads related to Riley's disappearance she uncovers evidence of a hidden supernatural evil dating all the way back to her and Riley's childhood.,19.524,Paper Street Pictures-Intrepid Pictures,2024-07-20,1390845.0,0.0,102.0,Released,,0.0,0.0,Camille Sullivan-Brendan Sexton III-Michael Beach-Robin Bartlett-Keith David-Charlie Talbert-Emily Bennett-Sarah Durn,ohio-paranormal-paranormal investigation-found footage,/lHLPrxSnQZmlv2MYD9tGweOgOD6.jpg,/ynX1rxO3INTc9vmw92W6XiODTIp.jpg,
956103,Maya Puthagam,Horror-Thriller,ta,Assistant Director Guru has a dream in which a book falls and a dragon pecks him out of the book.Guru meets a Swamiji who is aware of this and is shocked to find that Swamiji has the mystical book that he saw in his dream and asks about it. Swamiji gives the book to him and tells him the details about him and tells him that you shoot the story in this book and go see the producer Sambasivam and the location is Gandhara Hill Selvapuri Palace. Accordingly the Guru goes to Selvapuri palace in Gandharama with his group what happened to him there?  Did he find a solution to his dream?  ,11.72,Jaguar Studios,2024-07-19,0.0,0.0,0.0,Released,,0.0,0.0,Srikanth-Ashok Kumar Balakrishnan-Abarnathi-Adukalam Naren-Madhan Kumar Dhakshinamoorthy-Pawan-K. S. G. Venkatesh-Ilavarasu-Dasarathi Narasimhan,,/ioowXGeKNk8oMPZbCv5GbNfgcOc.jpg,/9a7nAiLql0kpX3arA1Z9IvwBEvr.jpg,
